0.6433916,0.04545524,0.693766,0.2621957
1.110419,0.04425553,0.8936257,0.5104207
0.5556799,0.04624823,0.4125651,0.3234416
1.000367,0.04575497,0.7572519,0.3971321
0.7503638,0.03992172,0.6444128,0.3751311
1.109625,0.0162492,0.7844976,0.5117334
1.000097,0.02830628,0.7880203,0.4704382
0.9026763,0.05648259,0.6305725,0.3193708
0.8195317,0.0572435,0.5528075,0.2659023
0.9449075,0.04042903,0.6244305,0.4172792
1.054547,0.04178206,0.7974345,0.4293142
0.94461,0.01270538,0.7036788,0.4082291
0.9030123,0.03475768,0.8295566,0.511597
0.7910932,0.05573333,0.5142707,0.3567053
0.6243571,0.04746997,0.4325963,0.2208606
0.8190582,0.02705039,0.6713613,0.3542331
0.8334168,0.04193697,0.6941148,0.2150069
0.6527411,0.03142641,0.2872755,0.1848287
0.7638581,0.04072655,0.4379598,0.335449
0.8540056,0.05050864,0.7025765,0.3867016
