0.5699536,0.0166457,0.3359543,0.09434914
1.082636,0.02886009,0.8174317,0.5321099
0.5973076,0.03920622,0.4360242,0.2498047
0.7356717,0.04381734,0.4511329,0.3093711
0.9989063,0.0449749,1.06497,0.3440749
1.319054,0.06427764,1.236429,0.5519971
0.6108649,0.03281762,0.4702543,0.1591447
0.9574215,0.04106448,0.7269463,0.4317124
1.110516,0.03989447,0.9566633,0.5433713
0.8468146,0.03389192,0.8056799,0.3656724
0.9584145,0.01741244,0.6696282,0.3450582
1.068255,0.01416265,0.8283678,0.4189251
0.7767763,0.03086396,0.7479003,0.350033
0.9020433,0.0677833,0.9956318,0.4488066
1.041153,0.009104036,0.844998,0.4371338
0.7629098,0.04460698,0.6856177,0.3027558
0.8047574,0.02823763,0.5876857,0.2607337
0.6792269,0.04232634,0.4838973,0.2015774
0.6526769,0.01872189,0.3698513,0.1717465
1.040803,0.0477562,0.9270251,0.4496998
