1.152451,0.01580463,0.5317712,0.3050269
0.8883875,0.02026922,0.4741087,0.2602614
0.9023968,0.01335378,0.399991,0.1765511
0.8469739,0.04301457,0.569284,0.3663032
1.082614,0.01858824,0.6366783,0.4048859
0.9861899,0.02675341,0.4243026,0.1977469
0.8051084,0.006235664,0.3452505,0.2229297
0.986097,0.04579551,0.5458288,0.3961675
0.7642896,0.009532634,0.2550943,0.09307301
0.8749363,0.02005975,0.3473931,0.2352744
0.7502381,0.01725954,0.276977,0.2048303
1.15284,0.03809366,0.5225528,0.2460139
0.9440657,0.04525265,0.5993739,0.3493911
0.9173361,0.01732057,0.4320071,0.2271753
1.291708,0.035533,0.5482785,0.2984995
1.193904,0.01665653,0.8114336,0.3789186
1.028337,0.03358529,0.3982134,0.1484629
0.9447634,0.03482698,0.5591123,0.1953586
1.166943,0.07613917,0.784386,0.4695133
0.8617013,0.04017089,0.6078352,0.2566521
