1.723508,0.1195406,1.060385,0.572731
1.391746,0.1003246,1.235053,0.5432166
1.08596,0.09610876,0.7947162,0.2388937
0.9888039,0.07758612,0.6609459,0.1190872
0.8493918,0.1149153,0.6372283,0.3444507
1.099111,0.1220718,0.772837,0.3272245
1.016295,0.1058507,0.8910062,0.2131223
1.419712,0.1134372,1.263702,0.526333
1.029424,0.1249781,1.078117,0.562453
0.7787018,0.1193451,0.8955112,0.3966593
1.141464,0.1009154,1.178619,0.227155
0.9737363,0.1069558,0.7078422,0.3119621
1.141036,0.1092565,0.8463246,0.3924459
0.8072522,0.1041547,0.5864803,0.2787076
0.8633806,0.1195279,0.4341315,0.2297615
1.071609,0.1366342,0.8301866,0.4201039
1.085481,0.1385577,0.6514916,0.2507105
1.169121,0.1172996,1.077764,0.3484591
1.099771,0.1379939,0.9411809,0.278545
1.516982,0.134462,1.037742,0.5257558
