1.761811,0.03897738,0.7190368,0.5314681
2.347131,0.02369051,0.7259742,0.4340831
1.929326,0.06914126,0.6597458,0.4623268
2.344422,0.03798725,0.6587761,0.4784189
1.374306,0.01347462,0.3728518,0.2633648
1.539967,0.01634499,0.5084115,0.3386852
1.889466,0.04634982,0.6046032,0.3331341
1.93062,0.00594926,0.676344,0.3815822
1.276283,0.0294232,0.3131837,0.1486208
1.707065,0.018318,0.6055125,0.3315201
1.52751,0.02798623,0.7534468,0.4750163
1.471248,0.0341071,0.6348217,0.4523864
0.8324434,0.01420022,0.3027226,0.2125966
1.41464,0.01765529,0.562426,0.3618954
1.152237,0.01194576,0.5269343,0.3470567
1.027993,0.02810132,0.3124718,0.1989365
1.165711,0.02200397,0.5315405,0.3505881
1.568849,0.04071943,0.662794,0.4417618
1.386861,0.04347204,0.6463385,0.4377405
1.443985,0.02295478,0.5030022,0.3391623
