0.7211511,0.08754534,0.8772434,0.1498287
1.430965,0.05396346,1.151737,0.5648882
0.6940234,0.04475646,0.6356837,0.4818718
0.7635031,0.09450194,0.6640852,0.1211704
0.7905787,0.08399966,0.6034109,0.3706229
0.888602,0.07419229,0.8481318,0.1392245
0.55471,0.1282662,0.5355319,0.4889799
1.026996,0.0642463,0.6531399,0.4210276
0.8606964,0.04308822,0.6852677,0.4217112
1.097178,0.08707388,0.9848806,0.3347816
1.083446,0.07457574,0.8786992,0.4897827
1.458846,0.1074541,1.236921,0.3296567
0.8611326,0.06955186,0.5907482,0.1625993
0.8606031,0.06682704,0.475934,0.1897924
0.9581822,0.08147619,0.6467323,0.3756086
1.277421,0.06494461,0.7648796,0.5571885
1.358934,0.06468049,0.7957211,0.4508471
0.9571073,0.06820273,0.7277293,0.3523289
0.9159684,0.06802191,0.5538298,0.33825
0.8742828,0.06959117,0.5529955,0.3393555
