1.509797,0.01571318,0.5563812,0.4759017
1.402179,0.02254153,0.7983225,0.5063457
1.027009,0.02316424,0.2983054,0.197754
0.7635808,0.01572439,0.3630812,0.2212512
0.9977598,0.0262103,0.3186366,0.1719251
1.069585,0.1026645,0.3944377,0.3068248
0.8467171,0.021218,0.4522547,0.3475318
0.9721993,0.02369153,0.5284612,0.440951
0.9861573,0.02279704,0.4119012,0.2187601
1.08281,0.02691346,0.5215264,0.3989407
0.985561,0.039186,0.4434481,0.2721101
0.8737786,0.0174233,0.437304,0.3109212
0.929906,0.02553356,0.4938246,0.2933554
1.01342,0.05253981,0.6051763,0.4195427
0.7924665,0.02955095,0.3712758,0.2338243
1.068879,0.05312502,0.5503458,0.4169577
0.9304188,0.02690153,0.6159351,0.3943143
1.082745,0.0162938,0.5144292,0.3797807
0.9588667,0.05033736,0.5496484,0.326107
0.9988191,0.05037623,0.539105,0.40169
