0.6540534,0.1050982,0.7088696,0.3009625
0.681926,0.04439852,0.524364,0.2168854
0.5835236,0.02764456,0.4119238,0.2429509
0.6250508,0.1986312,0.7303995,0.3730379
0.571212,0.1122498,0.4679713,0.2488657
0.5709028,0.06866802,0.50246,0.207663
0.7219199,0.08431908,0.545792,0.134366
0.5972182,0.1558425,0.7900169,0.4302294
0.7380012,0.06141344,1.229948,0.1994491
0.931376,0.06639674,0.9960176,0.5224717
0.6391228,0.07797749,0.8309195,0.412282
0.6396703,0.1042788,0.7328162,0.3665006
0.6392614,0.09412409,0.7565886,0.2383682
0.6263303,0.09542244,0.6712462,0.2115104
0.6534138,0.09502141,0.7947405,0.3717141
0.569831,0.08468498,0.5553487,0.2129922
0.6957836,0.06440046,0.5778434,0.2577994
0.8207117,0.1399479,0.8424973,0.4809217
0.5696938,0.08938181,0.7120647,0.2645806
0.7232189,0.02624573,0.8977297,0.53971
