1.415401,0.03347455,1.142691,0.4722694
0.9330351,0.04836412,0.6916211,0.159693
1.084761,0.02012259,0.8482895,0.3647605
1.044401,0.01380718,0.7627329,0.1624199
1.197217,0.01521112,0.9945673,0.3518025
0.86261,0.02137883,0.6885962,0.2547966
1.001871,0.01730042,0.8679802,0.3923333
1.405711,0.08078584,1.072976,0.5893015
0.9736376,0.09137083,0.8487217,0.3811224
0.988405,0.07600663,0.7508809,0.2653772
1.070992,0.08973771,0.5999782,0.2586294
1.070527,0.05936439,0.678803,0.2742317
1.460965,0.08364151,0.9142772,0.4747413
1.112156,0.09539279,0.9248262,0.5006058
0.7658038,0.09746969,0.5287666,0.1820581
0.9459876,0.07299553,0.7104031,0.3287876
1.001775,0.1056207,0.6558806,0.2788464
0.9463062,0.09320581,0.718636,0.2395066
1.030002,0.09334309,0.5944103,0.2585262
0.9189813,0.1182357,0.5215347,0.3040153
