13.8511,0.8901685,8.78231,338.5617,17.03387,347.4842,
13.8511,0.8901685,8.78231,338.5617,17.03387,347.4842,
13.8511,0.8901685,8.78231,338.5617,17.03387,347.4842,
13.84998,0.8906463,8.7811,338.3036,17.42208,347.0086,
13.84998,0.8906463,8.7811,338.3036,17.42208,347.0086,
13.84998,0.8906463,8.7811,338.3036,17.42208,347.0086,
13.84912,0.8912972,8.780317,337.9813,17.68455,346.7626,
13.84912,0.8912972,8.780317,337.9813,17.68455,346.7626,
13.84912,0.8912972,8.780317,337.9813,17.68455,346.7626,
13.84435,0.8940137,8.784094,336.5406,15.92504,347.3439,
13.84435,0.8940137,8.784094,336.5406,15.92504,347.3439,
13.84435,0.8940137,8.784094,336.5406,15.92504,347.3439,
13.8445,0.8938342,8.784699,336.5557,15.80023,347.4,
13.8445,0.8938342,8.784699,336.5557,15.80023,347.4,
13.8445,0.8938342,8.784699,336.5557,15.80023,347.4,
13.84471,0.8937562,8.785206,336.5999,15.70221,347.4702,
13.84471,0.8937562,8.785206,336.5999,15.70221,347.4702,
13.84471,0.8937562,8.785206,336.5999,15.70221,347.4702,
13.84492,0.8937915,8.785728,336.5669,15.65191,347.4926,
13.84492,0.8937915,8.785728,336.5669,15.65191,347.4926,
13.84518,0.8938597,8.786367,336.5838,15.60745,347.5437,
13.84518,0.8938597,8.786367,336.5838,15.60745,347.5437,
13.84518,0.8938597,8.786367,336.5838,15.60745,347.5437,
13.84533,0.8938621,8.786697,336.5752,15.56701,347.5907,
13.84533,0.8938621,8.786697,336.5752,15.56701,347.5907,
13.84533,0.8938621,8.786697,336.5752,15.56701,347.5907,
13.84541,0.8937781,8.786936,336.5597,15.5038,347.6365,
13.84541,0.8937781,8.786936,336.5597,15.5038,347.6365,
13.8455,0.893748,8.787228,336.5658,15.44308,347.6667,
13.8455,0.893748,8.787228,336.5658,15.44308,347.6667,
13.8455,0.893748,8.787228,336.5658,15.44308,347.6667,
13.84558,0.8936849,8.787473,336.5709,15.38735,347.6853,
13.84558,0.8936849,8.787473,336.5709,15.38735,347.6853,
13.84558,0.8936849,8.787473,336.5709,15.38735,347.6853,
13.84571,0.893719,8.787763,336.5652,15.34062,347.7006,
13.84571,0.893719,8.787763,336.5652,15.34062,347.7006,
13.84571,0.893719,8.787763,336.5652,15.34062,347.7006,
13.84585,0.8937274,8.787986,336.546,15.30388,347.722,
13.84585,0.8937274,8.787986,336.546,15.30388,347.722,
13.84585,0.8937274,8.787986,336.546,15.30388,347.722,
13.84588,0.8937024,8.788204,336.5433,15.26534,347.7596,
13.84588,0.8937024,8.788204,336.5433,15.26534,347.7596,
13.84601,0.8937536,8.788363,336.5381,15.22606,347.8006,
13.84601,0.8937536,8.788363,336.5381,15.22606,347.8006,
13.84601,0.8937536,8.788363,336.5381,15.22606,347.8006,
13.84608,0.8937891,8.788509,336.5322,15.18575,347.8272,
13.84608,0.8937891,8.788509,336.5322,15.18575,347.8272,
13.84608,0.8937891,8.788509,336.5322,15.18575,347.8272,
13.84609,0.893761,8.788686,336.5404,15.12729,347.8539,
13.84609,0.893761,8.788686,336.5404,15.12729,347.8539,
13.84609,0.893761,8.788686,336.5404,15.12729,347.8539,
13.84615,0.893756,8.788894,336.5536,15.06309,347.8741,
13.84615,0.893756,8.788894,336.5536,15.06309,347.8741,
13.84615,0.893756,8.788894,336.5536,15.06309,347.8741,
13.84615,0.8937778,8.789029,336.559,15.02178,347.8867,
13.84615,0.8937778,8.789029,336.559,15.02178,347.8867,
13.8461,0.8937672,8.789083,336.5583,14.99059,347.8977,
13.8461,0.8937672,8.789083,336.5583,14.99059,347.8977,
13.8461,0.8937672,8.789083,336.5583,14.99059,347.8977,
13.84606,0.8937265,8.789066,336.5498,14.97731,347.9036,
13.84606,0.8937265,8.789066,336.5498,14.97731,347.9036,
13.84606,0.8937265,8.789066,336.5498,14.97731,347.9036,
13.84606,0.8937345,8.789022,336.5436,14.98403,347.8924,
13.84606,0.8937345,8.789022,336.5436,14.98403,347.8924,
13.84606,0.8937345,8.789022,336.5436,14.98403,347.8924,
13.84604,0.8937343,8.788902,336.554,15.01155,347.8624,
13.84604,0.8937343,8.788902,336.554,15.01155,347.8624,
13.84591,0.8937241,8.788765,336.5674,15.05591,347.8242,
13.84591,0.8937241,8.788765,336.5674,15.05591,347.8242,
13.84591,0.8937241,8.788765,336.5674,15.05591,347.8242,
13.84591,0.8937326,8.788581,336.5539,15.10251,347.7969,
13.84591,0.8937326,8.788581,336.5539,15.10251,347.7969,
13.84591,0.8937326,8.788581,336.5539,15.10251,347.7969,
13.84585,0.8937439,8.788372,336.5379,15.13968,347.7833,
13.84585,0.8937439,8.788372,336.5379,15.13968,347.7833,
13.84585,0.8937439,8.788372,336.5379,15.13968,347.7833,
13.84577,0.8937525,8.788229,336.5326,15.1769,347.7591,
13.84577,0.8937525,8.788229,336.5326,15.1769,347.7591,
13.84577,0.8937525,8.788229,336.5326,15.1769,347.7591,
13.84572,0.8937274,8.787907,336.5317,15.24094,347.7169,
13.84572,0.8937274,8.787907,336.5317,15.24094,347.7169,
13.8458,0.8937361,8.787656,336.5392,15.30783,347.6965,
13.8458,0.8937361,8.787656,336.5392,15.30783,347.6965,
13.8458,0.8937361,8.787656,336.5392,15.30783,347.6965,
13.84577,0.8937325,8.787526,336.553,15.36655,347.705,
13.84577,0.8937325,8.787526,336.553,15.36655,347.705,
13.84577,0.8937325,8.787526,336.553,15.36655,347.705,
13.84582,0.8936823,8.78739,336.5591,15.4022,347.7229,
13.84582,0.8936823,8.78739,336.5591,15.4022,347.7229,
13.84582,0.8936823,8.78739,336.5591,15.4022,347.7229,
13.84582,0.8936514,8.787301,336.5585,15.41698,347.7394,
13.84582,0.8936514,8.787301,336.5585,15.41698,347.7394,
13.8459,0.8936344,8.787281,336.5748,15.41157,347.7432,
13.8459,0.8936344,8.787281,336.5748,15.41157,347.7432,
13.8459,0.8936344,8.787281,336.5748,15.41157,347.7432,
13.84589,0.8935873,8.787199,336.603,15.38625,347.7318,
13.84589,0.8935873,8.787199,336.603,15.38625,347.7318,
13.84589,0.8935873,8.787199,336.603,15.38625,347.7318,
13.84594,0.8935645,8.787111,336.6292,15.36378,347.7179,
13.84594,0.8935645,8.787111,336.6292,15.36378,347.7179,
13.84594,0.8935645,8.787111,336.6292,15.36378,347.7179,
13.84598,0.8935214,8.786956,336.6444,15.35123,347.7083,
13.84598,0.8935214,8.786956,336.6444,15.35123,347.7083,
13.84598,0.8935214,8.786956,336.6444,15.35123,347.7083,
13.84595,0.8934789,8.786742,336.6587,15.37249,347.6743,
13.84595,0.8934789,8.786742,336.6587,15.37249,347.6743,
13.84596,0.8934833,8.786499,336.6675,15.40996,347.6465,
13.84596,0.8934833,8.786499,336.6675,15.40996,347.6465,
13.84596,0.8934833,8.786499,336.6675,15.40996,347.6465,
13.84594,0.8934706,8.786235,336.6785,15.46454,347.6035,
13.84594,0.8934706,8.786235,336.6785,15.46454,347.6035,
13.84594,0.8934706,8.786235,336.6785,15.46454,347.6035,
13.84589,0.8934485,8.785961,336.6904,15.51984,347.5536,
13.84589,0.8934485,8.785961,336.6904,15.51984,347.5536,
13.84589,0.8934485,8.785961,336.6904,15.51984,347.5536,
13.84583,0.8934609,8.785736,336.693,15.56805,347.5124,
13.84583,0.8934609,8.785736,336.693,15.56805,347.5124,
13.84583,0.8934609,8.785736,336.693,15.56805,347.5124,
13.84573,0.8935221,8.785455,336.6945,15.62796,347.4576,
13.84573,0.8935221,8.785455,336.6945,15.62796,347.4576,
13.84564,0.8935522,8.785219,336.699,15.67964,347.4162,
13.84564,0.8935522,8.785219,336.699,15.67964,347.4162,
13.84564,0.8935522,8.785219,336.699,15.67964,347.4162,
13.84562,0.893624,8.784908,336.6965,15.72898,347.3778,
13.84562,0.893624,8.784908,336.6965,15.72898,347.3778,
13.84562,0.893624,8.784908,336.6965,15.72898,347.3778,
13.84555,0.8936365,8.784681,336.6884,15.78405,347.3365,
13.84555,0.8936365,8.784681,336.6884,15.78405,347.3365,
13.84555,0.8936365,8.784681,336.6884,15.78405,347.3365,
13.84548,0.8936661,8.784514,336.685,15.82835,347.304,
13.84548,0.8936661,8.784514,336.685,15.82835,347.304,
13.84548,0.8936661,8.784514,336.685,15.82835,347.304,
13.84538,0.8936865,8.784395,336.6844,15.86423,347.2847,
13.84538,0.8936865,8.784395,336.6844,15.86423,347.2847,
13.84538,0.893738,8.78432,336.6634,15.878,347.2769,
13.84538,0.893738,8.78432,336.6634,15.878,347.2769,
13.84538,0.893738,8.78432,336.6634,15.878,347.2769,
13.84536,0.8937339,8.784318,336.6389,15.87214,347.2779,
13.84536,0.8937339,8.784318,336.6389,15.87214,347.2779,
13.84536,0.8937339,8.784318,336.6389,15.87214,347.2779,
13.84532,0.8937497,8.784304,336.6276,15.84713,347.2729,
13.84532,0.8937497,8.784304,336.6276,15.84713,347.2729,
13.84532,0.8937497,8.784304,336.6276,15.84713,347.2729,
13.84538,0.893806,8.784315,336.6414,15.82108,347.2551,
13.84538,0.893806,8.784315,336.6414,15.82108,347.2551,
13.84551,0.8937559,8.784385,336.6686,15.80174,347.2458,
13.84551,0.8937559,8.784385,336.6686,15.80174,347.2458,
13.84551,0.8937559,8.784385,336.6686,15.80174,347.2458,
13.84557,0.8937188,8.784408,336.7002,15.78441,347.258,
13.84557,0.8937188,8.784408,336.7002,15.78441,347.258,
13.84557,0.8937188,8.784408,336.7002,15.78441,347.258,
13.84563,0.8936171,8.784378,336.7198,15.77791,347.288,
13.84563,0.8936171,8.784378,336.7198,15.77791,347.288,
13.84563,0.8936171,8.784378,336.7198,15.77791,347.288,
13.8457,0.8936259,8.78439,336.7329,15.76345,347.3443,
13.8457,0.8936259,8.78439,336.7329,15.76345,347.3443,
13.8457,0.8936259,8.78439,336.7329,15.76345,347.3443,
13.84591,0.8933669,8.784193,336.8172,15.83041,347.3507,
13.84591,0.8933669,8.784193,336.8172,15.83041,347.3507,
13.84591,0.8933669,8.784193,336.8172,15.83041,347.3507,
13.84591,0.8933669,8.784193,336.8172,15.83041,347.3507,
13.84591,0.8933669,8.784193,336.8172,15.83041,347.3507,
13.84599,0.8930289,8.784048,336.983,15.8637,347.4213,
13.84599,0.8930289,8.784048,336.983,15.8637,347.4213,
13.84599,0.8930289,8.784048,336.983,15.8637,347.4213,
13.84599,0.8930289,8.784048,336.983,15.8637,347.4213,
13.84599,0.8930289,8.784048,336.983,15.8637,347.4213,
13.84607,0.8929135,8.783934,337.0416,15.80164,347.451,
13.84607,0.8929135,8.783934,337.0416,15.80164,347.451,
13.84607,0.8929135,8.783934,337.0416,15.80164,347.451,
13.84607,0.8929135,8.783934,337.0416,15.80164,347.451,
13.84607,0.8929135,8.783934,337.0416,15.80164,347.451,
13.84601,0.892703,8.783577,337.0976,15.87267,347.4661,
13.84601,0.892703,8.783577,337.0976,15.87267,347.4661,
13.84601,0.892703,8.783577,337.0976,15.87267,347.4661,
13.84601,0.892703,8.783577,337.0976,15.87267,347.4661,
13.84601,0.892703,8.783577,337.0976,15.87267,347.4661,
